['Fi', 'R', 'U', 'Ui', 'Fi', 'Li', 'F', 'Bi', 'Ui', 'Ui', 'R', 'Li', 'Ri', 'D', 'R', 'L', 'Bi', 'Fi', 'D', 'R', 'Fi', 'R', 'L', 'U', 'R', 'U', 'Li', 'U', 'Ri', 'F']
['Ri', 'Fi', 'D', 'Fi', 'Fi', 'Di', 'Fi', 'F', 'B', 'Fi', 'L', 'U', 'Di', 'B', 'Ui', 'R', 'F', 'Bi', 'D', 'Fi', 'B', 'D', 'D', 'Ri', 'Bi', 'L', 'Ri', 'Di', 'B', 'Di']
['Di', 'Li', 'Ri', 'Fi', 'Ri', 'Di', 'Bi', 'L', 'B', 'R', 'U', 'U', 'Bi', 'F', 'Bi', 'Ui', 'Li', 'F', 'Di', 'Di', 'F', 'D', 'F', 'Bi', 'Ri', 'U', 'Bi', 'F', 'Di', 'Ui']
['Li', 'Ri', 'F', 'Fi', 'L', 'B', 'L', 'Bi', 'Bi', 'Li', 'L', 'Bi', 'Ui', 'Ui', 'Di', 'L', 'Di', 'R', 'F', 'Di', 'F', 'Bi', 'B', 'Li', 'Li', 'U', 'Bi', 'U', 'Ri', 'B']
['Li', 'Bi', 'D', 'Di', 'Bi', 'Li', 'B', 'B', 'U', 'U', 'B', 'Ui', 'R', 'Fi', 'Di', 'Di', 'Fi', 'D', 'R', 'R', 'F', 'Bi', 'Fi', 'D', 'Li', 'F', 'Bi', 'Bi', 'Ui', 'F']
['B', 'Li', 'Ui', 'D', 'Ui', 'D', 'Fi', 'L', 'L', 'Li', 'Di', 'Fi', 'B', 'L', 'D', 'F', 'Li', 'Fi', 'R', 'D', 'D', 'F', 'Di', 'B', 'Li', 'Ri', 'Bi', 'Ri', 'B', 'Bi']
['Li', 'Li', 'D', 'Di', 'D', 'B', 'Ui', 'Bi', 'Fi', 'U', 'Di', 'U', 'U', 'U', 'L', 'F', 'F', 'Fi', 'Ri', 'Di', 'Bi', 'Li', 'D', 'Li', 'R', 'Li', 'Li', 'L', 'Li', 'L']
['F', 'Ui', 'Ui', 'Fi', 'F', 'Ri', 'Li', 'L', 'Bi', 'Li', 'Fi', 'Ri', 'Ri', 'F', 'F', 'Fi', 'Li', 'Ui', 'D', 'R', 'Di', 'D', 'Ri', 'Fi', 'D', 'Bi', 'Ui', 'R', 'Di', 'Di']
['Bi', 'D', 'Li', 'F', 'Bi', 'U', 'D', 'Ui', 'Di', 'U', 'R', 'Li', 'Li', 'Ri', 'Di', 'U', 'Ui', 'R', 'Ui', 'Fi', 'D', 'Ri', 'Ri', 'L', 'Bi', 'B', 'L', 'Li', 'Li', 'F']
['F', 'Ui', 'U', 'Ri', 'Di', 'B', 'U', 'U', 'Li', 'F', 'Ri', 'B', 'Di', 'Fi', 'U', 'Li', 'L', 'U', 'Bi', 'F', 'Li', 'B', 'Di', 'B', 'Di', 'D', 'Ui', 'L', 'U', 'Di']
['U', 'Bi', 'D', 'B', 'Ui', 'B', 'Bi', 'Di', 'R', 'L', 'Bi', 'L', 'F', 'Di', 'Bi', 'F', 'Fi', 'Di', 'R', 'F', 'R', 'D', 'Di', 'Di', 'Ri', 'Ri', 'Li', 'B', 'U', 'Bi']
['U', 'Li', 'R', 'Bi', 'Fi', 'B', 'Ui', 'R', 'B', 'Li', 'F', 'Di', 'R', 'B', 'B', 'F', 'R', 'F', 'Bi', 'B', 'U', 'Di', 'Di', 'B', 'U', 'Li', 'Fi', 'Li', 'Ri', 'Di']
['D', 'Li', 'Fi', 'R', 'U', 'D', 'Bi', 'Bi', 'U', 'Ri', 'U', 'L', 'F', 'L', 'Ri', 'Ui', 'Fi', 'U', 'Li', 'D', 'Ri', 'Di', 'L', 'Bi', 'Li', 'R', 'U', 'U', 'U', 'R']
['Bi', 'Ui', 'B', 'F', 'Fi', 'Ri', 'Fi', 'Bi', 'F', 'Di', 'D', 'Li', 'D', 'Bi', 'Ui', 'Di', 'F', 'D', 'R', 'Ui', 'Di', 'D', 'R', 'Di', 'D', 'Bi', 'U', 'D', 'Ui', 'Ri']
['Ui', 'Li', 'Bi', 'R', 'Ui', 'Fi', 'Fi', 'L', 'R', 'Ui', 'U', 'Ui', 'Di', 'B', 'D', 'F', 'Ui', 'D', 'Ri', 'B', 'U', 'Li', 'U', 'Ui', 'Di', 'Bi', 'U', 'Fi', 'R', 'U']
['Li', 'Bi', 'L', 'Bi', 'D', 'Fi', 'Li', 'Ri', 'Bi', 'D', 'Ui', 'D', 'Ri', 'Fi', 'D', 'Di', 'R', 'U', 'B', 'L', 'L', 'D', 'D', 'Li', 'B', 'Li', 'Fi', 'D', 'B', 'D']
['F', 'Li', 'Di', 'F', 'Bi', 'U', 'U', 'Ri', 'Ui', 'Ri', 'B', 'D', 'Ri', 'Ui', 'D', 'U', 'Ri', 'R', 'D', 'B', 'Fi', 'L', 'Ri', 'F', 'F', 'R', 'B', 'Bi', 'Di', 'Bi']
['Di', 'U', 'Li', 'L', 'B', 'Li', 'U', 'Ui', 'Bi', 'L', 'F', 'Bi', 'Ui', 'Li', 'U', 'D', 'D', 'B', 'R', 'U', 'Fi', 'Bi', 'B', 'Fi', 'F', 'D', 'Ui', 'R', 'Ui', 'B']
['B', 'B', 'B', 'Ui', 'Ui', 'Di', 'Ri', 'U', 'Ri', 'L', 'R', 'Di', 'B', 'Ri', 'F', 'Fi', 'Ri', 'Ri', 'Di', 'B', 'Li', 'Di', 'Li', 'B', 'Di', 'Li', 'Di', 'B', 'L', 'U']
['Bi', 'Bi', 'Ui', 'Bi', 'Fi', 'F', 'L', 'R', 'Fi', 'Bi', 'F', 'B', 'Li', 'Bi', 'U', 'Ui', 'B', 'D', 'Ui', 'Di', 'D', 'Fi', 'F', 'Li', 'U', 'Di', 'Ri', 'Ri', 'R', 'R']
['Bi', 'F', 'D', 'Li', 'Di', 'R', 'Fi', 'B', 'R', 'Bi', 'U', 'Ui', 'Ri', 'B', 'Fi', 'F', 'Ui', 'Bi', 'D', 'L', 'U', 'L', 'B', 'Ri', 'Di', 'U', 'L', 'Di', 'F', 'R']
['Di', 'R', 'L', 'L', 'Ri', 'B', 'Di', 'R', 'B', 'B', 'R', 'Fi', 'Ri', 'R', 'F', 'Ri', 'B', 'L', 'U', 'Li', 'Di', 'Li', 'Fi', 'R', 'Fi', 'D', 'D', 'Di', 'D', 'Fi']
['D', 'F', 'U', 'B', 'F', 'Fi', 'Ui', 'Li', 'F', 'Ri', 'U', 'B', 'B', 'F', 'D', 'Di', 'L', 'Ri', 'Fi', 'Fi', 'U', 'L', 'R', 'Ri', 'Li', 'Ui', 'L', 'Fi', 'Ri', 'L']
['Li', 'R', 'B', 'U', 'Di', 'Ri', 'Di', 'Ui', 'B', 'Ri', 'Di', 'U', 'B', 'Di', 'Di', 'Ri', 'L', 'F', 'F', 'Fi', 'L', 'Ri', 'B', 'D', 'U', 'Ri', 'D', 'L', 'Fi', 'F']
['Ui', 'Di', 'Fi', 'Ri', 'Di', 'B', 'B', 'Li', 'F', 'D', 'L', 'Bi', 'L', 'R', 'D', 'Di', 'Fi', 'D', 'Fi', 'Bi', 'D', 'Fi', 'D', 'Li', 'Fi', 'B', 'Di', 'Bi', 'Di', 'Ui']
['Di', 'Li', 'Ui', 'D', 'Fi', 'L', 'Bi', 'R', 'F', 'Ui', 'Ui', 'U', 'Ui', 'B', 'D', 'F', 'Ri', 'B', 'Di', 'U', 'D', 'F', 'U', 'Fi', 'B', 'R', 'D', 'D', 'B', 'B']
['D', 'F', 'Fi', 'F', 'Ri', 'L', 'L', 'Ri', 'D', 'Ui', 'Ui', 'U', 'L', 'B', 'Di', 'Ui', 'F', 'Bi', 'Di', 'B', 'F', 'L', 'B', 'Li', 'R', 'F', 'Bi', 'Bi', 'Bi', 'L']
['F', 'B', 'Bi', 'F', 'Ui', 'B', 'Bi', 'Ri', 'R', 'Di', 'D', 'Li', 'Fi', 'Li', 'B', 'D', 'F', 'Ri', 'B', 'R', 'R', 'Ri', 'Bi', 'R', 'Fi', 'L', 'R', 'U', 'Ui', 'Bi']
['B', 'Li', 'Fi', 'U', 'R', 'Li', 'U', 'B', 'Ui', 'F', 'R', 'U', 'Di', 'Ui', 'Li', 'Bi', 'Bi', 'Ri', 'Fi', 'Li', 'Ri', 'D', 'U', 'Fi', 'Bi', 'R', 'Ri', 'B', 'B', 'Bi']
['Fi', 'D', 'Di', 'R', 'Di', 'F', 'L', 'L', 'F', 'Li', 'Ri', 'B', 'B', 'U', 'B', 'Fi', 'D', 'Ri', 'Ri', 'Ri', 'Ri', 'R', 'Fi', 'Fi', 'Ri', 'Fi', 'Bi', 'U', 'D', 'Ui']
['D', 'Di', 'Fi', 'U', 'R', 'B', 'B', 'L', 'L', 'F', 'Ri', 'L', 'B', 'Ui', 'Bi', 'Ui', 'Ri', 'D', 'Li', 'L', 'Ui', 'Di', 'L', 'B', 'F', 'Li', 'B', 'Di', 'Di', 'Ui']
['F', 'R', 'L', 'Ri', 'F', 'Bi', 'Di', 'Di', 'Bi', 'R', 'D', 'U', 'D', 'D', 'U', 'Di', 'U', 'Ri', 'Bi', 'L', 'B', 'D', 'Di', 'Fi', 'B', 'L', 'Ui', 'Fi', 'D', 'U']
['Li', 'Bi', 'L', 'Bi', 'Ri', 'Ui', 'Ri', 'Li', 'F', 'Bi', 'Fi', 'Fi', 'B', 'R', 'F', 'L', 'F', 'B', 'Di', 'B', 'R', 'Bi', 'Ri', 'Ri', 'Fi', 'Li', 'Ri', 'Fi', 'Di', 'F']
['D', 'D', 'Fi', 'B', 'F', 'Fi', 'D', 'Li', 'Ri', 'D', 'L', 'Li', 'Bi', 'Ui', 'Di', 'R', 'Ui', 'Ri', 'B', 'U', 'Bi', 'Li', 'U', 'Ui', 'F', 'Ri', 'Ri', 'D', 'Ui', 'Fi']
['L', 'B', 'Di', 'Ui', 'R', 'U', 'R', 'Fi', 'Fi', 'U', 'Di', 'L', 'F', 'U', 'Di', 'Li', 'Bi', 'B', 'Li', 'D', 'U', 'Bi', 'Bi', 'U', 'R', 'Fi', 'Di', 'F', 'Bi', 'L']
['Ri', 'D', 'Fi', 'R', 'F', 'Ui', 'F', 'Bi', 'Di', 'Di', 'R', 'B', 'Bi', 'D', 'Fi', 'Ri', 'B', 'F', 'Di', 'Ui', 'B', 'D', 'Ri', 'Fi', 'Ri', 'U', 'B', 'Di', 'Fi', 'Di']
['Bi', 'B', 'R', 'F', 'Bi', 'Ui', 'B', 'R', 'D', 'R', 'Ui', 'F', 'Ri', 'L', 'U', 'B', 'R', 'B', 'Ri', 'U', 'D', 'Bi', 'Ui', 'Di', 'F', 'D', 'Ri', 'L', 'Ui', 'Di']
['R', 'F', 'R', 'Bi', 'U', 'Bi', 'Bi', 'Bi', 'B', 'D', 'Li', 'D', 'Li', 'Li', 'Fi', 'B', 'Li', 'Bi', 'Di', 'Li', 'Fi', 'Li', 'R', 'Li', 'Li', 'L', 'F', 'Ri', 'Ui', 'R']
['Di', 'L', 'L', 'F', 'Fi', 'U', 'U', 'L', 'L', 'Fi', 'D', 'U', 'Fi', 'B', 'D', 'D', 'Fi', 'U', 'U', 'R', 'U', 'Bi', 'Di', 'Ui', 'Li', 'Li', 'Bi', 'Li', 'Bi', 'U']
['Ui', 'U', 'B', 'Bi', 'F', 'Di', 'B', 'Di', 'Bi', 'Li', 'R', 'R', 'Di', 'B', 'Fi', 'U', 'B', 'U', 'F', 'F', 'Ri', 'F', 'Ui', 'Bi', 'U', 'Di', 'D', 'Li', 'Ri', 'Ri']
['U', 'Li', 'U', 'Bi', 'Ri', 'Ri', 'Bi', 'B', 'Li', 'Di', 'Li', 'Fi', 'B', 'Bi', 'L', 'L', 'Ri', 'Li', 'Ui', 'F', 'B', 'Ui', 'Bi', 'L', 'Di', 'U', 'Di', 'Li', 'D', 'D']
['L', 'D', 'Di', 'D', 'D', 'F', 'Bi', 'D', 'Fi', 'Ri', 'Bi', 'U', 'L', 'D', 'D', 'F', 'F', 'Ui', 'B', 'B', 'R', 'R', 'L', 'R', 'U', 'F', 'Di', 'L', 'R', 'Li']
['D', 'D', 'Ri', 'Fi', 'B', 'F', 'D', 'L', 'R', 'U', 'Di', 'Li', 'F', 'F', 'Bi', 'L', 'R', 'Ri', 'U', 'Ri', 'Fi', 'U', 'Ri', 'R', 'L', 'F', 'B', 'R', 'Ri', 'U']
['Bi', 'Bi', 'U', 'Li', 'U', 'B', 'Ui', 'Di', 'Bi', 'U', 'U', 'F', 'D', 'Ri', 'Bi', 'Fi', 'Ri', 'Di', 'U', 'Bi', 'Li', 'Bi', 'Bi', 'D', 'U', 'B', 'F', 'Fi', 'D', 'Fi']
['Li', 'Fi', 'B', 'U', 'B', 'R', 'Di', 'U', 'B', 'F', 'D', 'D', 'Li', 'Bi', 'R', 'Fi', 'Fi', 'D', 'Li', 'B', 'L', 'L', 'Li', 'Ri', 'L', 'Bi', 'B', 'Ri', 'L', 'Li']
['Ri', 'Di', 'Li', 'Di', 'D', 'Ui', 'U', 'Bi', 'B', 'U', 'Fi', 'Ui', 'Di', 'Li', 'Ri', 'B', 'Di', 'B', 'F', 'L', 'R', 'F', 'Bi', 'F', 'Di', 'Ri', 'L', 'R', 'Di', 'U']
['F', 'Ui', 'Li', 'L', 'U', 'U', 'D', 'R', 'R', 'U', 'Bi', 'R', 'Di', 'Ri', 'D', 'L', 'Di', 'B', 'Ri', 'Bi', 'F', 'Bi', 'Ui', 'R', 'Di', 'Ri', 'Ui', 'U', 'D', 'Li']
['F', 'L', 'Bi', 'Ui', 'Ri', 'U', 'F', 'D', 'R', 'Bi', 'B', 'Li', 'Fi', 'Ui', 'L', 'Ri', 'F', 'Di', 'R', 'U', 'Fi', 'Ui', 'D', 'D', 'F', 'Bi', 'U', 'Li', 'D', 'Ui']
['U', 'Bi', 'U', 'D', 'F', 'Bi', 'D', 'R', 'Fi', 'F', 'Di', 'Di', 'Bi', 'R', 'Di', 'U', 'Ri', 'B', 'Ri', 'Li', 'R', 'R', 'Li', 'Ri', 'D', 'Ri', 'Di', 'L', 'R', 'U']
['Di', 'U', 'Ui', 'Li', 'Ri', 'Fi', 'R', 'D', 'Li', 'L', 'R', 'F', 'Fi', 'Ri', 'L', 'B', 'Fi', 'D', 'F', 'F', 'Ri', 'L', 'R', 'U', 'Ri', 'B', 'D', 'Bi', 'L', 'B']
['Ri', 'B', 'Li', 'Fi', 'Bi', 'L', 'U', 'L', 'Di', 'B', 'Di', 'B', 'Ri', 'B', 'Fi', 'Bi', 'Di', 'Di', 'L', 'Bi', 'D', 'Li', 'L', 'R', 'Ui', 'U', 'Ri', 'Di', 'Di', 'B']
['U', 'B', 'D', 'Ui', 'Li', 'B', 'R', 'Li', 'Ri', 'Ri', 'R', 'Ri', 'F', 'Fi', 'Li', 'Ui', 'Fi', 'Bi', 'Fi', 'Bi', 'B', 'Ri', 'D', 'Li', 'Bi', 'F', 'Ui', 'L', 'R', 'Ri']
['Bi', 'L', 'R', 'U', 'L', 'Li', 'U', 'Di', 'Di', 'Ui', 'Ui', 'Fi', 'U', 'L', 'R', 'F', 'D', 'Li', 'F', 'Ui', 'Fi', 'B', 'Ui', 'D', 'D', 'Bi', 'Fi', 'Di', 'L', 'Fi']
['Li', 'L', 'Di', 'B', 'F', 'U', 'B', 'L', 'Fi', 'Bi', 'Di', 'D', 'Di', 'Bi', 'L', 'Li', 'Di', 'F', 'R', 'U', 'Ri', 'Di', 'Fi', 'Ui', 'Li', 'Di', 'U', 'D', 'Ui', 'Di']
['L', 'Di', 'U', 'Ri', 'D', 'L', 'Ui', 'Bi', 'Ri', 'R', 'Bi', 'Di', 'Di', 'R', 'B', 'Fi', 'B', 'R', 'Bi', 'U', 'Ri', 'Ri', 'Li', 'Ri', 'Ri', 'Ri', 'Ui', 'Di', 'Ri', 'D']
['Bi', 'Fi', 'Di', 'R', 'R', 'B', 'D', 'Di', 'U', 'Bi', 'Fi', 'U', 'Li', 'L', 'U', 'U', 'Ui', 'U', 'U', 'B', 'B', 'F', 'Bi', 'Di', 'U', 'Ri', 'Bi', 'U', 'D', 'U']
['D', 'B', 'Li', 'Ui', 'Ri', 'R', 'Fi', 'Li', 'Bi', 'Di', 'Ui', 'Bi', 'U', 'Li', 'R', 'F', 'Bi', 'Bi', 'D', 'Ri', 'U', 'Ui', 'Di', 'Di', 'B', 'L', 'Ui', 'F', 'L', 'Ui']
['U', 'Ui', 'B', 'Bi', 'Ri', 'Di', 'R', 'Li', 'U', 'Di', 'Ui', 'Bi', 'F', 'F', 'U', 'L', 'D', 'B', 'D', 'F', 'D', 'F', 'R', 'F', 'Di', 'Fi', 'Li', 'F', 'Ri', 'U']
['L', 'Ui', 'D', 'Ri', 'Fi', 'U', 'B', 'L', 'Li', 'R', 'Ri', 'Fi', 'Ui', 'R', 'B', 'Ui', 'Li', 'D', 'L', 'R', 'F', 'D', 'Ui', 'Bi', 'Ri', 'Di', 'Ri', 'Ui', 'Bi', 'U']
['Li', 'Di', 'U', 'Ri', 'Ri', 'D', 'Di', 'Fi', 'Di', 'L', 'R', 'Di', 'R', 'U', 'L', 'R', 'Bi', 'D', 'U', 'B', 'U', 'R', 'L', 'Ui', 'L', 'B', 'L', 'Fi', 'Ri', 'R']
['U', 'D', 'Fi', 'Li', 'Bi', 'Ri', 'L', 'Bi', 'F', 'R', 'Li', 'B', 'Bi', 'R', 'Ri', 'U', 'D', 'L', 'Li', 'D', 'R', 'D', 'R', 'Li', 'Bi', 'D', 'Di', 'Ui', 'Li', 'B']
['F', 'U', 'F', 'Ui', 'Bi', 'Di', 'Di', 'Ri', 'B', 'B', 'D', 'R', 'Ui', 'R', 'U', 'R', 'U', 'Ri', 'B', 'Di', 'Ri', 'Bi', 'Ri', 'L', 'D', 'Bi', 'R', 'Fi', 'Fi', 'D']
['Fi', 'U', 'Bi', 'U', 'L', 'R', 'D', 'Li', 'Ui', 'Ri', 'L', 'Di', 'Bi', 'D', 'Ui', 'Ui', 'Ri', 'R', 'F', 'U', 'D', 'Ui', 'R', 'Bi', 'Ui', 'R', 'Ri', 'Ri', 'Fi', 'D']
['D', 'Ri', 'Ri', 'D', 'U', 'B', 'D', 'R', 'Ui', 'Bi', 'Li', 'U', 'Fi', 'Li', 'U', 'B', 'F', 'F', 'Di', 'Fi', 'Ui', 'Ri', 'Bi', 'Fi', 'Fi', 'D', 'Di', 'F', 'Ri', 'Fi']
['F', 'U', 'L', 'L', 'Di', 'D', 'B', 'D', 'U', 'Fi', 'L', 'Fi', 'L', 'Ri', 'R', 'Li', 'U', 'F', 'Ui', 'L', 'Fi', 'Bi', 'Bi', 'Ri', 'Ui', 'Bi', 'F', 'Bi', 'R', 'F']
['Di', 'R', 'Li', 'Ri', 'Bi', 'Ui', 'Ui', 'Di', 'Ui', 'Ui', 'Di', 'D', 'L', 'F', 'D', 'Li', 'Li', 'Ui', 'Bi', 'L', 'B', 'B', 'Li', 'Ri', 'Ui', 'B', 'Li', 'Bi', 'Di', 'Ri']
['Di', 'U', 'U', 'Di', 'L', 'U', 'D', 'D', 'R', 'L', 'Ri', 'R', 'Bi', 'U', 'U', 'Bi', 'Fi', 'R', 'Ri', 'F', 'R', 'Di', 'F', 'D', 'Ri', 'F', 'L', 'L', 'R', 'Ri']
['Li', 'F', 'Bi', 'Bi', 'D', 'Fi', 'Fi', 'B', 'Bi', 'F', 'B', 'D', 'B', 'Di', 'Ui', 'R', 'Li', 'Di', 'D', 'Fi', 'U', 'L', 'Fi', 'U', 'D', 'D', 'Di', 'Fi', 'R', 'F']
['L', 'Fi', 'F', 'U', 'R', 'U', 'Ui', 'Di', 'L', 'Ri', 'F', 'D', 'Ri', 'Ui', 'Di', 'Bi', 'D', 'Di', 'Di', 'B', 'Ui', 'Di', 'R', 'R', 'Li', 'U', 'R', 'Ui', 'Ri', 'Li']
['Ui', 'Ri', 'Bi', 'Di', 'Li', 'Bi', 'R', 'Li', 'Fi', 'L', 'R', 'Li', 'F', 'Di', 'Li', 'F', 'U', 'Ri', 'Di', 'Fi', 'Ri', 'U', 'Ri', 'F', 'Bi', 'R', 'F', 'D', 'F', 'U']
['U', 'F', 'Ui', 'Fi', 'Fi', 'B', 'R', 'Ui', 'Di', 'U', 'Li', 'Ui', 'B', 'U', 'U', 'Li', 'B', 'R', 'U', 'Fi', 'B', 'Di', 'Ri', 'U', 'Li', 'Fi', 'Fi', 'Li', 'D', 'B']
['F', 'Bi', 'R', 'B', 'Ui', 'Fi', 'Ui', 'Ui', 'U', 'L', 'U', 'Bi', 'U', 'L', 'B', 'D', 'Di', 'U', 'Bi', 'U', 'L', 'F', 'R', 'Ui', 'U', 'Ri', 'D', 'F', 'Bi', 'R']
['Ui', 'Ri', 'Ui', 'D', 'Li', 'Ri', 'B', 'Ri', 'Ui', 'Bi', 'Ui', 'L', 'Di', 'R', 'Di', 'F', 'D', 'Di', 'R', 'Bi', 'R', 'Li', 'L', 'D', 'R', 'D', 'L', 'D', 'Di', 'F']
['Di', 'Ri', 'L', 'L', 'F', 'F', 'Di', 'B', 'Bi', 'F', 'Fi', 'Di', 'Di', 'R', 'Ri', 'Fi', 'Fi', 'Ri', 'Li', 'B', 'B', 'Li', 'R', 'Ri', 'L', 'Di', 'Di', 'F', 'F', 'Ui']
['L', 'Li', 'Ui', 'D', 'Di', 'Li', 'Li', 'Di', 'Bi', 'Ri', 'U', 'D', 'Bi', 'D', 'Ui', 'U', 'F', 'B', 'R', 'Bi', 'D', 'B', 'U', 'Ui', 'Di', 'U', 'F', 'R', 'F', 'Di']
['Ui', 'Fi', 'Di', 'Ri', 'Di', 'D', 'L', 'L', 'Bi', 'B', 'L', 'Ri', 'Ri', 'Ui', 'Di', 'F', 'R', 'Di', 'Bi', 'U', 'F', 'Ui', 'Ri', 'U', 'D', 'F', 'R', 'Ui', 'F', 'Li']
['F', 'Di', 'L', 'R', 'Fi', 'B', 'F', 'L', 'D', 'F', 'Di', 'L', 'U', 'Ri', 'Ri', 'L', 'Ui', 'Li', 'R', 'Fi', 'L', 'U', 'Li', 'L', 'Fi', 'Li', 'L', 'F', 'R', 'Bi']
['Fi', 'Ui', 'Bi', 'Ri', 'Bi', 'L', 'Li', 'B', 'Li', 'Ri', 'Bi', 'Di', 'Di', 'U', 'B', 'Ri', 'L', 'F', 'L', 'L', 'F', 'F', 'Ui', 'D', 'B', 'L', 'Li', 'R', 'R', 'F']
['Ri', 'F', 'Di', 'U', 'Li', 'U', 'U', 'Fi', 'D', 'Ri', 'Li', 'Fi', 'D', 'Ui', 'Ri', 'Fi', 'Fi', 'R', 'F', 'U', 'Ri', 'L', 'Fi', 'Di', 'Bi', 'Bi', 'Li', 'F', 'Fi', 'Li']
['Ui', 'Ri', 'D', 'L', 'Fi', 'L', 'Li', 'L', 'U', 'Ui', 'Li', 'Bi', 'F', 'D', 'Bi', 'F', 'Fi', 'F', 'Ui', 'Fi', 'B', 'Ri', 'B', 'D', 'Fi', 'Bi', 'L', 'U', 'Fi', 'Di']
['L', 'Ui', 'Bi', 'F', 'Fi', 'U', 'Fi', 'Ui', 'F', 'Fi', 'Ui', 'B', 'Ri', 'F', 'D', 'B', 'D', 'F', 'Ri', 'Ri', 'Di', 'D', 'L', 'L', 'Ui', 'Li', 'B', 'L', 'Bi', 'Fi']
['Bi', 'Fi', 'R', 'U', 'F', 'L', 'U', 'Di', 'B', 'Li', 'R', 'D', 'Li', 'L', 'B', 'U', 'Bi', 'Ri', 'F', 'Di', 'B', 'D', 'U', 'D', 'Ri', 'F', 'Ui', 'D', 'Di', 'U']
['U', 'Di', 'Ui', 'U', 'Bi', 'D', 'Li', 'F', 'Di', 'Ri', 'D', 'Fi', 'U', 'Di', 'D', 'L', 'B', 'L', 'Li', 'U', 'Di', 'Li', 'Fi', 'L', 'Ri', 'F', 'Li', 'Ri', 'Li', 'U']
['Fi', 'Ui', 'B', 'F', 'B', 'Li', 'Li', 'R', 'D', 'Li', 'Bi', 'Ri', 'Fi', 'U', 'D', 'Ri', 'Fi', 'Fi', 'Ui', 'U', 'Li', 'Li', 'Ui', 'L', 'Li', 'D', 'F', 'Ui', 'Ri', 'L']
['Di', 'U', 'Fi', 'Ri', 'Di', 'B', 'F', 'L', 'F', 'B', 'D', 'D', 'D', 'Ui', 'R', 'R', 'B', 'D', 'Di', 'L', 'B', 'D', 'L', 'R', 'Ri', 'Ri', 'Ri', 'Bi', 'U', 'Ri']
['D', 'F', 'B', 'Fi', 'Ri', 'Di', 'Li', 'Ui', 'Di', 'B', 'Ri', 'Li', 'Di', 'L', 'F', 'U', 'Ri', 'Ri', 'R', 'F', 'R', 'B', 'R', 'B', 'B', 'Li', 'Li', 'L', 'Fi', 'Ri']
['Ri', 'Bi', 'R', 'F', 'Di', 'Di', 'Li', 'B', 'Fi', 'B', 'D', 'Bi', 'Bi', 'L', 'D', 'R', 'L', 'R', 'Fi', 'B', 'Ri', 'Ri', 'Ui', 'Bi', 'U', 'F', 'B', 'Fi', 'D', 'F']
['L', 'Ui', 'B', 'Ri', 'L', 'D', 'Li', 'Ri', 'L', 'D', 'U', 'U', 'Ri', 'D', 'D', 'Di', 'L', 'Ri', 'L', 'Ri', 'Ri', 'D', 'U', 'D', 'R', 'R', 'Bi', 'Fi', 'D', 'Fi']
['Fi', 'Bi', 'Bi', 'D', 'Bi', 'Li', 'R', 'U', 'R', 'Bi', 'Ui', 'Li', 'R', 'Fi', 'Ri', 'F', 'Ri', 'Ui', 'Ri', 'B', 'U', 'Di', 'B', 'L', 'Ri', 'U', 'L', 'L', 'Ui', 'Bi']
['Di', 'Ri', 'Fi', 'Ri', 'F', 'D', 'D', 'R', 'Ri', 'F', 'Bi', 'Fi', 'L', 'U', 'B', 'Di', 'U', 'F', 'Ui', 'L', 'Li', 'R', 'B', 'Di', 'B', 'Fi', 'Ri', 'Fi', 'R', 'B']
['Fi', 'F', 'Di', 'R', 'F', 'B', 'Fi', 'B', 'L', 'Di', 'Ri', 'Ui', 'Ui', 'D', 'U', 'U', 'U', 'Bi', 'Li', 'Ui', 'F', 'Di', 'Ui', 'Di', 'Ui', 'D', 'Li', 'Li', 'F', 'Li']
['U', 'F', 'Bi', 'F', 'U', 'Fi', 'F', 'L', 'F', 'L', 'U', 'B', 'Fi', 'U', 'D', 'Di', 'Bi', 'Ui', 'D', 'D', 'Di', 'Di', 'R', 'R', 'F', 'Bi', 'Di', 'B', 'Di', 'F']
['B', 'F', 'L', 'B', 'B', 'B', 'F', 'Ui', 'Li', 'B', 'U', 'Ui', 'Ri', 'Ui', 'Li', 'Di', 'Ri', 'Di', 'F', 'D', 'L', 'Li', 'F', 'R', 'Bi', 'Ui', 'Fi', 'Ri', 'Bi', 'D']
['U', 'Li', 'Li', 'Ui', 'Di', 'Ri', 'R', 'Bi', 'L', 'Ui', 'U', 'Bi', 'B', 'Ui', 'F', 'L', 'Ri', 'L', 'Ri', 'Di', 'Ui', 'Di', 'B', 'D', 'R', 'B', 'U', 'Ui', 'F', 'U']
['Li', 'Bi', 'Ri', 'Fi', 'R', 'Fi', 'Fi', 'U', 'U', 'R', 'Li', 'Li', 'Li', 'Bi', 'Li', 'Fi', 'R', 'F', 'Li', 'L', 'Di', 'R', 'L', 'Ri', 'Bi', 'Fi', 'Bi', 'Ui', 'Fi', 'F']
['R', 'U', 'U', 'B', 'B', 'Bi', 'Fi', 'L', 'Ri', 'Ui', 'Bi', 'Ui', 'Ri', 'Bi', 'Bi', 'Ri', 'Bi', 'F', 'Ui', 'F', 'L', 'B', 'Ri', 'Di', 'Bi', 'L', 'L', 'B', 'Bi', 'B']
